id_pengajuan,nik,nomor_nib,kota,kbli_kode,kbli_deskripsi,skala_usaha,jenis_kur,lama_usaha_bulan,modal_usaha,plafon_diajukan,tenor_bulan,jumlah_tanggungan,ada_npwp,ada_bpjs_tk,total_pendapatan_bulanan,hpp_bulanan,laba_kotor_bulanan,biaya_operasional_bulanan,rata_laba_bersih_bulanan,rata_saldo_harian,total_kredit_3bln,total_debit_3bln,kolektibilitas_slik,total_kredit_aktif_slik,jumlah_fasilitas_slik,status_blacklist,kredit_lunas_sebelumnya,ada_agunan,jenis_agunan,nilai_agunan,rasio_agunan_terhadap_plafon,dti_ratio,label_kelayakan
f98674ee-8f1f-417f-b4a8-370cb3c36e9e,1589074768692772,3684192540319,Palembang,47211,Perdagangan eceran makanan,mikro,super_mikro,44,212558107,42705234,24,0,Tidak,Tidak,19046129,11224327,7821802,1783624,3543898,5049496,45171491,37026746,2,45502613,4,Tidak,1,Tidak,Tidak ada,0,0.0,0.5272,Perlu tinjauan komite
82008a05-4023-445c-84c5-9307488d2bd4,3954318599293528,2636038354005,Bandung,14111,Industri pakaian jadi,mikro,mikro,35,143818399,33372845,12,3,Tidak,Tidak,66321838,26775906,39545932,17029619,1808018,1381176,169257772,160101626,4,26057946,2,Ya,0,Tidak,Tidak ada,0,0.0,1.6151,Ditolak otomatis
a584edc4-e696-465d-951d-c958e2d00005,6821761761009703,5452480972188,Makassar,43211,Instalasi listrik,mikro,super_mikro,85,52897574,9945884,24,2,Ya,Ya,29366405,15393302,13973103,6551591,1611738,2384621,70954733,46473698,1,58583380,2,Tidak,2,Ya,BPKB,20811660,2.09,0.27,Disetujui dengan syarat tambahan
87f2c55f-e361-460c-92f7-04aa725afa0b,0749266998147517,4490170764805,Makassar,14111,Industri pakaian jadi,kecil,kecil,8,1516623755,359029976,36,2,Tidak,Tidak,892590541,566229569,326360972,185443567,11234670,25739629,3442470112,2605394136,4,186217685,4,Tidak,0,Ya,SHM,552402889,1.54,0.9321,Ditolak otomatis
945a499a-0373-46cb-84c4-9a1aa52949cd,3327215648526400,0475702363622,Surabaya,43211,Instalasi listrik,kecil,kecil,17,1486821848,90984182,48,4,Tidak,Tidak,221652409,154448681,67203728,14336476,2258535,4882996,724036517,424264026,3,145921024,2,Tidak,0,Tidak,Tidak ada,0,0.0,0.8812,Perlu perbaikan profil
987583be-f644-42c0-bf6c-f057667bca0c,2045380010283912,3298414199551,Bogor,49431,Angkutan barang,mikro,super_mikro,6,125022498,18804930,24,4,Tidak,Tidak,21668490,11854322,9814168,3107582,371142,164427,70460422,61577240,4,421365551,1,Ya,0,Tidak,Tidak ada,0,0.0,2.2167,Ditolak otomatis
ed019167-2925-4956-b157-db9bcd086405,3888255946003366,4524122392032,Jakarta,47211,Perdagangan eceran makanan,kecil,kecil,13,2462674406,215242165,60,3,Tidak,Tidak,697747616,340145193,357602423,133349386,5250785,17006264,1662251552,1572185084,3,47804231,4,Tidak,0,Ya,BPKB,497672602,2.31,0.7174,Perlu perbaikan profil
754a5a51-bc75-4d8e-98f7-cbfde057216f,7807396594239838,6370405718931,Yogyakarta,96011,Laundri dan binatu,mikro,mikro,13,120876927,21823858,24,5,Tidak,Tidak,45839223,14761354,31077869,6818636,1184616,1254710,170716851,134676201,3,37366188,4,Tidak,0,Tidak,Tidak ada,0,0.0,0.806,Perlu perbaikan profil
a35d5a75-1b88-4867-93fb-2a2bba1b5886,3092635931276071,0741854434840,Tangerang,47211,Perdagangan eceran makanan,mikro,super_mikro,24,223866257,13003666,24,1,Tidak,Tidak,74600924,40146753,34454171,8347097,371197,984425,205552047,191131847,3,238222811,1,Tidak,0,Tidak,Tidak ada,0,0.0,1.5326,Ditolak otomatis
f5c12629-eacd-4104-a51a-5aa8b56ba515,9838291794408303,2065991119504,Jakarta,47711,Perdagangan eceran pakaian,kecil,kecil,188,1579849754,430944342,36,2,Ya,Tidak,847239048,469080244,378158804,146154308,75591312,77159089,2026631252,1964593764,1,32571009,1,Tidak,1,Ya,BPKB,649429699,1.51,0.1663,Disetujui langsung
98d2ca5c-7917-47b5-a7bc-b46376280da3,7761105758994832,7931186459133,Semarang,10311,Industri pengolahan ikan,menengah,khusus,110,5307228661,4409976088,48,4,Tidak,Ya,1341196771,622424583,718772188,258108483,371597871,617015747,3497483547,1931388892,1,84849753,3,Tidak,2,Ya,BPKB,9561476076,2.17,0.2596,Disetujui dengan syarat tambahan
45c1ea70-a3d7-4748-95bc-665689288345,8047914234122519,1276430457930,Bogor,49431,Angkutan barang,kecil,kecil,118,542824298,197754177,60,0,Tidak,Ya,193439304,76113404,117325900,69255163,8990271,25111337,706714337,442191390,1,71435705,2,Tidak,1,Ya,SHM,368581871,1.86,0.3849,Disetujui dengan syarat tambahan
8f7e6241-cb9c-4928-af2d-94d1cafe7104,4277936299490973,6992699466144,Depok,14111,Industri pakaian jadi,mikro,mikro,19,181107349,35359380,24,2,Tidak,Tidak,78843285,38190778,40652507,18477916,2307472,735031,198245957,176705622,2,36168120,2,Tidak,0,Tidak,Tidak ada,0,0.0,0.6704,Perlu perbaikan profil
5ab7a5d4-7b0e-4776-9ff2-4a6070ca57c3,8445378540776652,8959977580737,Palembang,56101,Restoran dan rumah makan,mikro,mikro,4,162439121,3779492,36,3,Tidak,Tidak,19036279,7638789,11397490,6284365,100000,269618,52051040,47095043,3,368055465,4,Tidak,0,Tidak,Tidak ada,0,0.0,1.1024,Ditolak otomatis
48716e08-a789-48fc-aff0-69d3a18889f8,5080312485710066,0415875663777,Bekasi,43211,Instalasi listrik,mikro,mikro,17,73595668,48398625,24,3,Ya,Tidak,26466492,9807958,16658534,8746414,3485100,4140157,87012037,70364193,2,165346697,3,Tidak,0,Tidak,Tidak ada,0,0.0,0.6076,Perlu tinjauan komite
195ffde0-3c6d-4e47-a513-c3ca9f7dbec2,8963692306927030,9443762394543,Medan,43211,Instalasi listrik,mikro,mikro,107,78949206,25918536,12,0,Ya,Ya,13731880,7729543,6002337,1474345,5815130,2970504,50527393,43204274,2,0,0,Tidak,0,Tidak,Tidak ada,0,0.0,0.39,Disetujui dengan syarat tambahan
ddde25d6-4b7d-4d27-aeb4-6e967f39015e,9096405860900841,9714281797504,Palembang,49431,Angkutan barang,mikro,mikro,168,137115053,2115026,24,3,Ya,Ya,74541379,41190310,33351069,17412360,319226,885590,166324834,160374496,2,29715325,1,Tidak,3,Ya,BPKB,2955657,1.4,0.2899,Disetujui langsung
6d1ab103-7c93-4426-bbb5-299f119d3a6b,0809507605317631,9088843813819,Bandung,47211,Perdagangan eceran makanan,mikro,mikro,62,108275256,27901774,12,2,Tidak,Tidak,28835836,14330134,14505702,4621525,5115553,1986786,102919126,61084381,2,48259959,2,Tidak,1,Tidak,Tidak ada,0,0.0,0.4773,Perlu tinjauan komite
bc1ec8d0-50c8-45a2-9118-75845864cd1a,9780328176773954,2173685767459,Bogor,62011,Aktivitas pemrograman komputer,mikro,mikro,6,293471305,11600382,12,2,Tidak,Tidak,151147736,104405713,46742023,26005059,1158706,488948,355720866,289487917,2,138629876,4,Tidak,0,Tidak,Tidak ada,0,0.0,0.876,Perlu perbaikan profil
5759cf0d-0956-4127-a235-5e82d4442240,9182627590499277,2163982446911,Jakarta,56101,Restoran dan rumah makan,mikro,super_mikro,58,130414146,42325529,36,2,Tidak,Ya,68846324,29442702,39403622,22615964,3651125,6928497,256544756,146565182,1,10408260,2,Tidak,0,Ya,SHM,57921829,1.37,0.3381,Disetujui dengan syarat tambahan
82f68e7f-9256-4b3a-855c-f0f0e031c6d1,3964638170782848,0107010169465,Bogor,10311,Industri pengolahan ikan,kecil,kecil,37,697546952,361237130,48,1,Ya,Tidak,146352977,46708784,99644193,51430943,14969300,51843775,450808632,350313336,2,92555575,4,Tidak,0,Ya,BPKB,601002021,1.66,0.5279,Perlu tinjauan komite
277040be-462a-4713-a058-c2d997e0925e,8395565744177641,7637600806755,Yogyakarta,01111,Pertanian padi,mikro,super_mikro,18,84909832,28389488,36,2,Tidak,Tidak,11690649,5645385,6045264,2535989,799963,1459440,30718211,27457720,4,21397092,3,Tidak,0,Tidak,Tidak ada,0,0.0,1.0351,Ditolak otomatis
a6968824-aa92-40ce-9d20-e483090fb8f0,9229449303488784,8456068567800,Semarang,14111,Industri pakaian jadi,kecil,kecil,30,1016549187,181762005,24,5,Tidak,Tidak,207759784,109618534,98141250,26636313,22034113,16999748,713973536,525563872,3,19105423,4,Tidak,0,Ya,BPKB,243111987,1.34,0.3609,Perlu tinjauan komite
a8a87de6-7843-4ba8-957c-19d5631d66c9,6717607930612193,5669145008594,Tangerang,47711,Perdagangan eceran pakaian,menengah,khusus,100,2740602841,3096662479,36,5,Ya,Ya,798346848,413556779,384790069,156688409,319638461,1022319933,3047155406,2897487057,1,20280622,2,Tidak,3,Ya,BPKB,5869569594,1.9,0.2826,Disetujui langsung
1f33d36f-25a4-429c-be5f-26cdad47f6f1,2773663617405926,8537958667816,Semarang,10311,Industri pengolahan ikan,menengah,khusus,29,9861536178,4099597042,60,0,Tidak,Ya,989909199,679272637,310636562,156292234,277248191,395512147,3101864814,1888981205,1,59511445,1,Tidak,0,Ya,SHM,10010252015,2.44,0.2588,Disetujui dengan syarat tambahan
aa843953-2cbb-4cbe-9f65-3126b6b000eb,2091125096533202,5102947196125,Denpasar,96011,Laundri dan binatu,mikro,mikro,20,217593147,31814886,36,5,Tidak,Tidak,81541690,31865492,49676198,13145698,1040386,1198190,203634586,197276245,5,483595591,4,Ya,0,Tidak,Tidak ada,0,0.0,0.8919,Ditolak otomatis
93c3a85f-48a5-4e6e-b2ac-96932ad9a7f2,2160258628532384,0748237289403,Bandung,47211,Perdagangan eceran makanan,mikro,mikro,56,126990740,11246830,36,5,Tidak,Tidak,21872188,10207942,11664246,5874789,693624,1435838,72309949,63046339,2,129032455,3,Tidak,1,Ya,BPKB,20966618,1.86,0.4729,Perlu tinjauan komite
a9f0db4a-ec14-418b-97ce-01bd8cfeed5f,0296567389993010,5098224102896,Bandung,14111,Industri pakaian jadi,mikro,super_mikro,25,87795444,17254175,36,4,Tidak,Tidak,23568501,8838398,14730103,8474880,1043516,1102702,64757052,44085086,2,103633928,2,Tidak,1,Tidak,Tidak ada,0,0.0,0.4823,Perlu tinjauan komite
5413d0da-c49f-4e90-a674-4a90f8b0a7cc,4932604674092721,1863326271404,Denpasar,56101,Restoran dan rumah makan,mikro,super_mikro,76,36844711,43048989,36,2,Tidak,Tidak,6626297,3424477,3201820,886475,4245853,6801536,21252989,17567195,2,0,0,Tidak,1,Ya,SHGB,87524678,2.03,0.2957,Disetujui dengan syarat tambahan
fcfc9d4c-109a-4319-809c-1fa6fd00bdbe,2465009821147167,8969922255029,Tangerang,62011,Aktivitas pemrograman komputer,kecil,kecil,47,2159435658,86547080,48,5,Tidak,Tidak,837389643,572046413,265343230,76771947,5552829,9614055,2454556917,2107047124,2,194007970,2,Tidak,1,Tidak,Tidak ada,0,0.0,0.3409,Perlu tinjauan komite
b5b0a927-f455-4668-b34c-7772b9cf4925,5314817929974514,8543908975868,Bogor,47711,Perdagangan eceran pakaian,mikro,mikro,34,15452906,35853847,36,4,Tidak,Tidak,7840775,4955444,2885331,937344,797617,2122142,21475294,16225562,4,441474855,2,Ya,0,Tidak,Tidak ada,0,0.0,1.3111,Ditolak otomatis
b06957d8-edd9-4ce3-8e7f-269f3993e6f7,9599002544251126,4005259077982,Tangerang,56101,Restoran dan rumah makan,mikro,super_mikro,11,102823818,24461253,24,4,Tidak,Tidak,22228069,11738492,10489577,3729358,497234,1213612,70943338,63464290,3,456428793,1,Ya,0,Tidak,Tidak ada,0,0.0,2.1523,Ditolak otomatis
5b073dc6-0ea0-49b6-b735-6b1dbca62551,2946991192109237,0130120620385,Palembang,47211,Perdagangan eceran makanan,mikro,mikro,65,116027629,13330180,12,0,Ya,Tidak,46373782,32415834,13957948,6928650,1887112,1125720,109792145,103879267,3,12294808,2,Tidak,1,Tidak,Tidak ada,0,0.0,0.6181,Perlu tinjauan komite
518b1746-48e2-4171-a49c-a8e9e24de987,7911469592611306,2285050595266,Tangerang,47211,Perdagangan eceran makanan,mikro,super_mikro,71,85671691,41629609,36,3,Tidak,Tidak,18866890,12109842,6757048,2704358,3065060,6553862,71347674,59713738,1,43265486,1,Tidak,0,Ya,SHGB,58047999,1.39,0.3961,Disetujui dengan syarat tambahan
6c972f86-d5e1-4190-8d98-d14e829135a5,9895838097498033,3567638679639,Malang,47211,Perdagangan eceran makanan,mikro,mikro,14,141726185,39531497,12,3,Tidak,Tidak,71263735,34474890,36788845,16061124,3478317,3102645,262549026,221884423,2,35521927,2,Tidak,0,Tidak,Tidak ada,0,0.0,0.9944,Perlu perbaikan profil
b0eade62-f4d4-41e8-aa08-b5a2369f62ca,5064628972389078,6544233111853,Tangerang,43211,Instalasi listrik,mikro,super_mikro,16,196576036,28356198,24,5,Tidak,Tidak,83274663,43392884,39881779,22291684,1012786,2169585,303950754,215118069,4,280813746,1,Ya,0,Tidak,Tidak ada,0,0.0,1.2249,Ditolak otomatis
045e898b-19e0-4843-b540-38a468b24484,1162993609938830,1638686135566,Palembang,43211,Instalasi listrik,kecil,kecil,109,1133411700,490716712,36,4,Ya,Ya,463321777,196471241,266850536,87032129,44238077,45815316,1629219114,1125472238,2,28155616,4,Tidak,2,Ya,SHGB,1131511050,2.31,0.3235,Disetujui dengan syarat tambahan
1f992610-d4cb-405d-9d9c-f16c997297a5,4431774068387897,0663420138829,Surabaya,10311,Industri pengolahan ikan,mikro,super_mikro,41,11401478,23192035,24,5,Ya,Tidak,2256820,1250871,1005949,272080,2696926,2748057,5042815,3083652,1,0,0,Tidak,0,Ya,SHGB,42726643,1.84,0.3762,Disetujui dengan syarat tambahan
9a269c06-9bcc-4c67-8eb0-487eb380126f,2263336503322705,6434408353740,Denpasar,49431,Angkutan barang,mikro,mikro,120,265058169,32856933,12,1,Tidak,Ya,124810246,52060983,72749263,36122047,7363644,9046434,375767768,271507231,2,0,0,Tidak,2,Tidak,Tidak ada,0,0.0,0.3904,Disetujui dengan syarat tambahan
573623ea-595a-44ba-a3df-7f240faabc2e,5515344893567003,0165053423997,Bandung,62011,Aktivitas pemrograman komputer,menengah,khusus,140,9962548169,1787573936,36,0,Ya,Ya,1834254896,689150195,1145104701,686345332,258898208,572005765,4103593714,3127004306,1,0,0,Tidak,0,Ya,SHM,3021025001,1.69,0.2014,Disetujui langsung
dfcd358e-49d9-4db6-b53c-3d380db1f497,5608557967562586,4033012581703,Depok,43211,Instalasi listrik,kecil,kecil,41,1823656949,271841933,24,2,Tidak,Tidak,231122819,150971108,80151711,31259632,26757722,37670944,703834651,419166608,1,18271163,2,Tidak,2,Ya,SHM,445575172,1.64,0.4445,Disetujui dengan syarat tambahan
d5f78e96-7364-4382-a970-0e036b380928,8662752494338103,4027373971624,Bandung,47211,Perdagangan eceran makanan,kecil,kecil,69,1640055322,452673953,48,2,Ya,Tidak,616603504,214989613,401613891,139745988,22934070,33826319,2221118006,1827458077,3,94618063,4,Tidak,0,Ya,SHM,913049811,2.02,0.4318,Perlu tinjauan komite
3af7c631-1d4b-48f5-90b7-4aed3fe2f4b6,1359805105516793,5803664970374,Denpasar,01111,Pertanian padi,mikro,mikro,20,22333249,14577399,12,1,Tidak,Tidak,1196204,787459,408745,237408,1903566,1214991,3551266,2568274,3,51656595,2,Tidak,0,Tidak,Tidak ada,0,0.0,0.6701,Perlu perbaikan profil
0e2a0dd5-5427-42b3-91e0-e277a4532c4e,2281228922301930,2145663708234,Surabaya,10311,Industri pengolahan ikan,mikro,mikro,22,180813704,22540333,36,4,Tidak,Tidak,99933021,69806161,30126860,16762786,753696,603327,340767131,195132410,2,91169673,3,Tidak,0,Tidak,Tidak ada,0,0.0,0.8723,Perlu perbaikan profil
17ff0054-7de0-4589-bd83-9b7709a59d49,8637050690669564,9312241747537,Batam,14111,Industri pakaian jadi,kecil,kecil,26,2202026553,383556114,48,3,Tidak,Tidak,1259709556,639281637,620427919,156401881,8902910,9807836,4892389134,3674750366,4,490467411,4,Ya,0,Ya,SHGB,851815108,2.22,0.9424,Ditolak otomatis
af846c6a-1330-4a0f-9a3f-039e14b98e30,7233876894767175,4039582052650,Bogor,14111,Industri pakaian jadi,mikro,mikro,22,230645778,5795275,36,3,Tidak,Tidak,43058317,20976811,22081506,8099241,378719,812030,131216598,112821775,2,180513585,3,Tidak,0,Tidak,Tidak ada,0,0.0,0.4463,Perlu tinjauan komite
b64f7167-8ca6-4da2-b3d5-108fa7518f9f,0757103244983310,6403965030793,Semarang,49431,Angkutan barang,kecil,kecil,124,940352240,317082445,36,3,Ya,Ya,282945733,169343474,113602259,67748146,44043376,75294358,966845790,710537131,1,0,0,Tidak,1,Ya,SHM,703870535,2.22,0.21,Disetujui langsung
d2cfbe4d-cf50-44d2-95f2-77b4c0c1c9fc,8866753671624275,5594010422580,Palembang,10311,Industri pengolahan ikan,mikro,super_mikro,109,188687985,31549670,12,5,Ya,Ya,83848347,36660684,47187663,10050493,8669649,9212164,178000379,156177641,1,3005572,1,Tidak,3,Ya,SHGB,70885001,2.25,0.3184,Disetujui langsung
930a3cc7-d3cd-4b68-8f10-5e26c36a6cc2,8471714952062071,8730246561154,Makassar,62011,Aktivitas pemrograman komputer,kecil,kecil,106,1886564290,273954012,24,2,Ya,Ya,1070196403,600526912,469669491,228058933,74058035,89256694,3358346862,2390290869,1,0,0,Tidak,3,Ya,SHGB,377796835,1.38,0.1618,Disetujui langsung
fea9b35d-4583-414b-bcf1-bb78653950df,0687431336476306,8852490649797,Palembang,01111,Pertanian padi,kecil,kecil,137,1770866465,482581046,36,4,Ya,Ya,1014836872,506153079,508683793,289838360,142277155,176117046,3097726657,2959117617,1,33855512,1,Tidak,0,Ya,BPKB,1168529458,2.42,0.0989,Disetujui langsung
3ca0a634-8cfc-4797-b15d-73cccc048f37,2124401617114634,0154873236089,Bekasi,47711,Perdagangan eceran pakaian,kecil,kecil,169,893929244,239062821,48,3,Ya,Tidak,85891066,43273445,42617621,12251144,30259134,105213933,303562610,170006735,1,0,0,Tidak,2,Ya,SHM,501753156,2.1,0.1728,Disetujui langsung
6b449c10-4a6b-4319-809e-fbcde7a6f9f0,2520440499632517,5626885872316,Malang,10311,Industri pengolahan ikan,menengah,khusus,45,3467980897,2159233448,36,5,Ya,Ya,1946810240,844337877,1102472363,457727775,242305618,782248292,6776278902,3784140740,1,0,0,Tidak,2,Ya,BPKB,3869900420,1.79,0.2599,Disetujui langsung
3f2a25cd-5634-4ebc-9966-72c6b1811790,1097724338111574,7745227198357,Yogyakarta,96011,Laundri dan binatu,menengah,khusus,112,2951421199,4569216694,60,1,Ya,Ya,1153414548,691952407,461462141,197867829,211988853,758367126,2876851126,2393976286,2,32434697,2,Tidak,2,Ya,SHGB,8907199295,1.95,0.3772,Disetujui dengan syarat tambahan
52868e25-d829-4997-9387-2c3a25111a75,2077948712121959,8060681611811,Semarang,14111,Industri pakaian jadi,mikro,mikro,26,57079477,21993461,12,4,Tidak,Tidak,6835395,2723895,4111500,1895129,966771,1146723,16895384,11065027,3,475365652,2,Ya,0,Tidak,Tidak ada,0,0.0,1.9906,Ditolak otomatis
80d2e5b3-b0b7-446d-9493-04489e1b77d5,3018430935954662,0206410753075,Bandung,56101,Restoran dan rumah makan,menengah,khusus,232,3771078332,3755600621,48,0,Ya,Ya,941633660,632944139,308689521,65144106,443883417,1454185765,2650458009,2152816364,1,19237033,1,Tidak,1,Ya,SHM,8465417239,2.25,0.1851,Disetujui langsung
